51.80,16.80,62.24,464.00,400,0,2022-12-19T09:47:55
51.90,16.80,62.24,469.00,400,0,2022-12-19T09:48:55
52.20,16.70,62.06,479.00,400,0,2022-12-19T09:49:55
52.80,16.70,62.06,473.00,400,0,2022-12-19T09:50:55
52.90,16.60,61.88,463.00,400,0,2022-12-19T09:51:55
53.20,16.60,61.88,465.00,400,0,2022-12-19T09:52:55
53.40,16.60,61.88,476.00,400,0,2022-12-19T09:53:55
53.60,16.60,61.88,481.00,400,0,2022-12-19T09:54:55
53.60,16.60,61.88,486.00,408,1,2022-12-19T09:55:56
53.90,16.60,61.88,490.00,400,0,2022-12-19T09:56:56
53.90,16.60,61.88,492.00,400,0,2022-12-19T09:57:56
53.90,16.60,61.88,494.00,400,0,2022-12-19T09:58:56
53.70,16.70,62.06,504.00,405,0,2022-12-19T09:59:56
