timestamp;actual_w;actual_calc_wh;actual_wh
4839;328;1432.476389;1429
4859;330;1434.298611;1431
4879;291;1436.131944;1433
4899;323;1437.748611;1434
4919;390;1439.543056;1436
4939;418;1441.709722;1438
4959;381;1444.031944;1440
4979;344;1446.148611;1443
4999;439;1448.059722;1446
5019;456;1450.498611;1448
5039;452;1453.031944;1451
5059;438;1455.543056;1453
5079;480;1457.976389;1456
5099;463;1460.643056;1458
5119;349;1463.215278;1461
5139;389;1465.154167;1463
5159;470;1467.315278;1466
5179;389;1469.926389;1468
5199;396;1472.0875;1470
5219;389;1474.2875;1472
5239;386;1476.448611;1474
5259;400;1478.593056;1476
5279;240;1480.815278;1478
5299;382;1482.148611;1480
5319;395;1484.270833;1482
5339;389;1486.465278;1484
5359;365;1488.626389;1486
5379;347;1490.654167;1488
5399;351;1492.581944;1490
5419;393;1494.531944;1491
5439;206;1496.715278;1493
5459;360;1497.859722;1495
5479;357;1499.859722;1497
5499;2455;1501.843056;1508
5519;2426;1515.481944;1521
5539;2443;1528.959722;1534
5559;2393;1542.531944;1548
5579;2262;1555.826389;1561
5599;2255;1568.393056;1574
5619;2220;1580.920833;1586
5639;2294;1593.254167;1599
5659;2254;1605.998611;1611
5679;2238;1618.520833;1624
5699;2265;1630.954167;1637
5719;2242;1643.5375;1652
5739;2239;1655.993056;1665
5759;2335;1668.431944;1677
5779;2248;1681.404167;1690
5799;2323;1693.893056;1703
5819;2220;1706.798611;1715
5839;2320;1719.131944;1727
5859;2314;1732.020833;1740
5879;2199;1744.876389;1753
5899;2211;1757.093056;1765
5919;2203;1769.376389;1777
5939;2197;1781.615278;1790
5959;2251;1793.820833;1802
5979;2217;1806.326389;1815
5999;2294;1818.643056;1827
6019;2335;1831.3875;1840
6039;2279;1844.359722;1853
6059;2350;1857.020833;1866
6079;2380;1870.076389;1879
6099;2511;1883.298611;1892
6119;2260;1897.248611;1906
6139;2232;1909.804167;1919
6159;2258;1922.204167;1931
6179;2300;1934.748611;1944
6199;2289;1947.526389;1956
6219;2330;1960.243056;1969
6239;328;1973.1875;1975
6259;374;1975.009722;1976
6279;399;1977.0875;1978
6299;436;1979.304167;1980
6319;215;1981.726389;1982
6339;250;1982.920833;1983
6359;420;1984.309722;1985
6379;410;1986.643056;1987
6399;194;1988.920833;1989
6419;232;1989.998611;1990
6439;433;1991.2875;1992
6459;209;1993.693056;1994
6479;213;1994.854167;1995
6499;203;1996.0375;1996
6519;344;1997.165278;1997
6539;227;1999.076389;1999
6559;226;2000.3375;2000
6579;261;2001.593056;2001
6599;166;2003.043056;2003
6619;149;2003.965278;2003
6639;141;2004.793056;2004
6659;184;2005.576389;2005
6679;194;2006.598611;2006
6699;232;2007.676389;2008
6719;270;2008.965278;2009
6739;192;2010.465278;2010
6759;213;2011.531944;2012
6779;240;2012.715278;2013
6799;220;2014.048611;2014
6819;363;2015.270833;2016
6839;150;2017.2875;2018
6859;151;2018.120833;2018
6879;148;2018.959722;2019
6899;208;2019.781944;2020
6919;204;2020.9375;2021
6939;214;2022.070833;2022
6959;262;2023.259722;2023
6979;244;2024.715278;2024
6999;257;2026.070833;2025
7019;282;2027.498611;2026
7039;345.5;2029.065278;2027
7059;409;2030.984722;2029
7079;462;2033.256944;2030
7099;221;2035.823611;2032
7119;229;2037.051389;2033
7139;498;2038.323611;2035
7159;494;2041.090278;2037
7179;467;2043.834722;2039
7199;220;2046.429167;2041
7219;524;2047.651389;2043
7239;481;2050.5625;2045
7259;497;2053.234722;2048
7279;263;2055.995833;2050
7299;466;2057.456944;2051
7319;201;2060.045833;2052
7339;202;2061.1625;2054
7359;189;2062.284722;2059
7379;343;2063.334722;2060
7399;204;2065.240278;2061
7419;189;2066.373611;2062
7439;178;2067.423611;2063
7459;210;2068.4125;2065
7479;202;2069.579167;2066
7499;181;2070.701389;2067
7519;292;2071.706944;2068
7539;201;2073.329167;2070
7559;262;2074.445833;2071
7579;206;2075.901389;2072
7599;176;2077.045833;2073
7619;185;2078.023611;2074
7639;247;2079.051389;2075
7659;263;2080.423611;2077
7679;250;2081.884722;2078
7699;264;2083.273611;2079
7719;289;2084.740278;2081
7739;330;2086.345833;2083
7759;355;2088.179167;2085
7779;376;2090.151389;2087
7799;264;2092.240278;2089
7819;263;2093.706944;2090
