timestamp;actual_w;actual_calc_wh;actual_wh
6760;296;1723.783333;1644
6780;137;1725.427778;1645
6800;350;1726.188889;1647
6820;150;1728.133333;1648
6840;126;1728.966667;1649
6860;327;1729.666667;1651
6880;329;1731.483333;1652
6900;138;1733.311111;1653
6920;119;1734.077778;1655
6940;341;1734.738889;1656
6960;327;1736.633333;1657
6980;119;1738.45;1659
7000;139;1739.111111;1660
7020;204;1739.883333;1661
7040;284;1741.016667;1663
7060;194;1742.594444;1664
7080;208;1743.672222;1665
7100;377;1744.827778;1666
7120;227;1746.922222;1668
7140;216;1748.183333;1669
7160;198;1749.383333;1670
7180;349;1750.483333;1672
7200;227;1752.422222;1673
7220;208;1753.683333;1674
7240;198;1754.838889;1676
7260;170;1755.938889;1677
7280;128;1756.883333;1678
7300;253;1757.594444;1679
7320;156;1759;1680
7340;166;1759.866667;1681
7360;193;1760.788889;1686
7380;177;1761.861111;1687
7400;234;1762.844444;1688
7420;243;1764.144444;1690
7440;130;1765.494444;1691
7460;130;1766.216667;1691
7480;212;1766.938889;1692
7500;152;1768.116667;1693
7520;201;1768.961111;1694
7540;204;1770.077778;1695
7560;135;1771.211111;1696
7580;235;1771.961111;1696
7600;153;1773.266667;1697
7620;200;1774.116667;1698
7640;201;1775.227778;1699
7660;151;1776.344444;1700
7680;233;1777.183333;1701
7700;150;1778.477778;1701
7720;193;1779.311111;1702
7740;258;1780.383333;1704
7760;211;1781.816667;1705
7780;464;1782.988889;1707
7800;390;1785.566667;1709
7820;423;1787.733333;1712
7840;452;1790.083333;1715
7860;453;1792.594444;1717
7880;476;1795.111111;1720
7900;584;1797.755556;1722
7920;524;1801;1725
7940;513;1803.911111;1728
7960;513;1806.761111;1731
7980;512;1809.611111;1734
8000;510;1812.455556;1737
8020;508;1815.288889;1740
8040;507;1818.111111;1742
8060;507;1820.927778;1745
8080;508;1823.744444;1748
8100;580;1826.566667;1752
8120;627.5;1829.788889;1755
8140;675;1833.275;1759
8160;678;1837.025;1763
8180;670;1840.791667;1767
8200;273;1844.513889;1769
8220;269;1846.030556;1770
8240;258;1847.525;1772
8260;264;1848.958333;1773
8280;299;1850.425;1775
8300;280;1852.086111;1776
8320;254;1853.641667;1778
8340;182;1855.052778;1779
8360;220;1856.063889;1780
8380;173;1857.286111;1781
8400;176;1858.247222;1782
8420;175;1859.225;1783
8440;171;1860.197222;1784
8460;175;1861.147222;1785
8480;175;1862.119444;1786
8500;168;1863.091667;1787
8520;172;1864.025;1788
8540;171;1864.980556;1789
