50.70,19.70,67.46,505.00,403,0,2022-12-21T10:23:36
50.50,19.90,67.82,507.00,406,0,2022-12-21T10:24:36
50.40,20.00,68.00,510.00,405,0,2022-12-21T10:25:36
50.30,20.00,68.00,515.00,402,0,2022-12-21T10:26:36
50.20,20.00,68.00,517.00,407,1,2022-12-21T10:27:36
50.10,20.10,68.18,525.00,402,0,2022-12-21T10:28:36
50.00,20.20,68.36,528.00,406,0,2022-12-21T10:29:36
50.00,20.30,68.54,522.00,407,1,2022-12-21T10:30:37
50.00,20.30,68.54,529.00,407,1,2022-12-21T10:31:37
49.90,20.30,68.54,521.00,415,2,2022-12-21T10:32:37
49.90,20.30,68.54,521.00,432,4,2022-12-21T10:33:37
49.80,20.30,68.54,516.00,435,5,2022-12-21T10:34:37
49.90,20.30,68.54,516.00,435,5,2022-12-21T10:35:37
49.80,20.30,68.54,515.00,428,4,2022-12-21T10:36:37
49.80,20.30,68.54,520.00,426,3,2022-12-21T10:37:37
49.80,20.30,68.54,514.00,432,4,2022-12-21T10:38:37
49.80,20.30,68.54,520.00,427,4,2022-12-21T10:39:37
49.90,20.30,68.54,517.00,426,3,2022-12-21T10:40:37
49.80,20.30,68.54,514.00,434,5,2022-12-21T10:41:37
49.80,20.30,68.54,515.00,438,5,2022-12-21T10:42:37
49.90,20.30,68.54,508.00,432,4,2022-12-21T10:43:37
49.80,20.30,68.54,508.00,435,5,2022-12-21T10:44:38
49.80,20.20,68.36,509.00,435,5,2022-12-21T10:45:38
49.80,20.20,68.36,505.00,422,3,2022-12-21T10:46:38
49.90,20.10,68.18,502.00,420,3,2022-12-21T10:47:38
50.00,20.10,68.18,504.00,421,3,2022-12-21T10:48:38
50.00,20.10,68.18,501.00,411,1,2022-12-21T10:49:38
49.90,20.10,68.18,503.00,415,2,2022-12-21T10:50:38
50.00,20.00,68.00,503.00,413,1,2022-12-21T10:51:38
50.00,20.10,68.18,504.00,407,1,2022-12-21T10:52:38
49.90,20.10,68.18,502.00,406,0,2022-12-21T10:53:38
49.90,20.10,68.18,502.00,406,0,2022-12-21T10:54:38
49.90,20.10,68.18,504.00,403,0,2022-12-21T10:55:38
49.80,20.10,68.18,500.00,403,0,2022-12-21T10:56:38
49.80,20.10,68.18,358.00,417,2,2022-12-21T10:57:38
50.00,20.10,68.18,491.00,417,2,2022-12-21T10:58:39
49.80,20.30,68.54,491.00,408,1,2022-12-21T10:59:39
49.70,20.30,68.54,496.00,400,0,2022-12-21T11:00:39
