38.20,20.30,68.54,509.00,400,0,2022-12-13T13:31:17
37.00,20.50,68.90,494.00,400,0,2022-12-13T13:32:17
36.90,20.50,68.90,522.00,400,0,2022-12-13T13:33:17
36.90,20.70,69.26,518.00,400,0,2022-12-13T13:34:17
36.80,20.80,69.44,512.00,400,0,2022-12-13T13:35:17
36.70,20.90,69.62,522.00,400,0,2022-12-13T13:36:17
36.70,21.00,69.80,521.00,400,0,2022-12-13T13:37:17
36.50,21.10,69.98,521.00,400,0,2022-12-13T13:38:17
36.40,21.10,69.98,522.00,400,0,2022-12-13T13:39:17
36.30,21.10,69.98,516.00,400,0,2022-12-13T13:40:17
