30.50,23.60,74.48,635.00,400,0,2022-12-14T13:18:13
30.80,23.70,74.66,633.00,406,0,2022-12-14T13:19:13
30.70,23.70,74.66,634.00,400,0,2022-12-14T13:20:13
30.50,23.80,74.84,633.00,424,3,2022-12-14T13:21:13
30.50,23.80,74.84,633.00,402,0,2022-12-14T13:22:13
30.40,23.80,74.84,635.00,407,1,2022-12-14T13:23:13
30.40,23.90,75.02,634.00,405,0,2022-12-14T13:24:13
30.30,23.90,75.02,609.00,416,2,2022-12-14T13:25:14
30.20,23.90,75.02,630.00,459,8,2022-12-14T13:26:14
30.40,23.80,74.84,632.00,564,24,2022-12-14T13:27:14
30.70,23.80,74.84,631.00,596,29,2022-12-14T13:28:14
30.90,23.80,74.84,632.00,487,13,2022-12-14T13:29:14
30.50,23.90,75.02,633.00,443,6,2022-12-14T13:30:14
30.40,23.90,75.02,633.00,423,3,2022-12-14T13:31:14
30.30,24.00,75.20,644.00,417,2,2022-12-14T13:32:14
30.30,24.00,75.20,632.00,409,1,2022-12-14T13:33:14
30.20,24.00,75.20,634.00,403,0,2022-12-14T13:34:14
30.20,24.10,75.38,632.00,400,0,2022-12-14T13:35:14
29.90,24.20,75.56,632.00,451,7,2022-12-14T13:36:14
30.10,24.20,75.56,631.00,500,15,2022-12-14T13:37:14
30.10,24.30,75.74,634.00,586,28,2022-12-14T13:38:14
30.10,24.40,75.92,632.00,508,16,2022-12-14T13:39:15
30.30,24.40,75.92,632.00,477,11,2022-12-14T13:40:15
30.20,24.40,75.92,631.00,432,4,2022-12-14T13:41:15
30.00,24.40,75.92,630.00,415,2,2022-12-14T13:42:15
29.90,24.50,76.10,631.00,406,0,2022-12-14T13:43:15
29.90,24.50,76.10,630.00,423,3,2022-12-14T13:44:15
29.40,24.40,75.92,629.00,407,1,2022-12-14T13:45:15
29.70,23.30,73.94,618.00,452,7,2022-12-14T13:46:15
30.20,22.30,72.14,612.00,497,14,2022-12-14T13:47:15
30.70,21.70,71.06,608.00,552,23,2022-12-14T13:48:15
31.00,21.70,71.06,611.00,652,38,2022-12-14T13:49:15
31.20,22.00,71.60,615.00,757,54,2022-12-14T13:50:15
31.60,22.40,72.32,616.00,624,34,2022-12-14T13:51:15
31.10,22.70,72.86,619.00,519,18,2022-12-14T13:52:15
30.70,23.10,73.58,619.00,454,8,2022-12-14T13:53:16
30.30,23.40,74.12,620.00,460,9,2022-12-14T13:54:16
30.20,23.60,74.48,622.00,442,6,2022-12-14T13:55:16
30.10,23.70,74.66,622.00,426,3,2022-12-14T13:56:16
30.00,23.90,75.02,622.00,402,0,2022-12-14T13:57:16
29.70,24.00,75.20,622.00,405,0,2022-12-14T13:58:16
29.70,24.00,75.20,616.00,410,1,2022-12-14T13:59:16
29.70,24.20,75.56,581.00,802,61,2022-12-14T14:00:16
29.50,23.90,75.02,578.00,620,33,2022-12-14T14:01:16
29.70,23.30,73.94,572.00,602,30,2022-12-14T14:02:16
30.00,22.60,72.68,605.00,617,33,2022-12-14T14:03:16
30.40,22.20,71.96,608.00,848,68,2022-12-14T14:04:16
30.90,22.30,72.14,610.00,821,64,2022-12-14T14:05:16
30.80,22.50,72.50,610.00,945,83,2022-12-14T14:06:16
31.00,22.70,72.86,612.00,817,63,2022-12-14T14:07:17
30.90,23.00,73.40,612.00,740,51,2022-12-14T14:08:17
30.80,23.20,73.76,613.00,615,32,2022-12-14T14:09:17
30.40,23.30,73.94,609.00,597,30,2022-12-14T14:10:17
30.50,23.50,74.30,435.00,1090,105,2022-12-14T14:11:17
32.10,23.80,74.84,512.00,589,28,2022-12-14T14:12:17
30.20,24.10,75.38,511.00,561,24,2022-12-14T14:13:17
30.00,24.30,75.74,513.00,627,34,2022-12-14T14:14:17
30.50,24.40,75.92,491.00,679,42,2022-12-14T14:15:17
31.00,24.50,76.10,602.00,1482,164,2022-12-14T14:16:17
33.90,24.70,76.46,607.00,1195,121,2022-12-14T14:17:17
31.30,24.80,76.64,607.00,992,90,2022-12-14T14:18:17
30.90,25.00,77.00,608.00,603,30,2022-12-14T14:19:17
